Transaction ID,Date,Time,Day,Product,Category,Quantity,Unit Price (£),Promotion,Stock Before Sale,Waste Quantity,Staff on Shift,Checkout Wait (mins),Revenue (£),Hours
T00705,10/07/2026,14:20,Friday,Orange Juice,Drinks,2,£1.61,Yes,19,0,4,5.0,£3.22,14
T00706,28/06/2026,13:15,Sunday,Washing Liquid,Household,3,£3.99,No,25,0,6,4.1,£11.97,13
T00707,11/08/2026,20:25,Tuesday,Greek Yogurt,Dairy,3,£1.85,No,53,0,5,3.7,£5.55,20
T00708,10/07/2026,18:15,Friday,Apples,Fresh Produce,3,£1.52,Yes,17,0,9,6.0,£4.56,18
T00709,07/06/2026,14:55,Sunday,Cola 2L,Drinks,2,£1.75,No,17,0,7,2.8,£3.50,14
T00710,03/06/2026,16:35,Wednesday,Bin Bags,Household,1,£2.69,No,23,0,4,5.0,£2.69,16
T00711,13/06/2026,16:00,Saturday,Greek Yogurt,Dairy,2,£1.85,No,21,0,4,4.5,£3.70,16
T00712,02/07/2026,17:15,Thursday,Chocolate Cookies,Bakery,2,£1.69,No,46,1,8,5.9,£3.38,17
T00713,25/07/2026,16:00,Saturday,Bin Bags,Household,1,£2.69,No,51,0,7,2.2,£2.69,16
T00714,01/07/2026,12:30,Wednesday,Apples,Fresh Produce,1,£1.52,Yes,55,0,9,4.3,£1.52,12
T00715,24/08/2026,14:40,Monday,White Bread,Bakery,1,£1.39,No,51,1,7,2.8,£1.39,14
T00716,12/06/2026,11:20,Friday,Bananas,Fresh Produce,1,£0.81,Yes,46,0,5,3.7,£0.81,11
T00717,18/07/2026,16:20,Saturday,Bananas,Fresh Produce,1,£0.95,No,17,0,4,5.0,£0.95,16
T00718,16/07/2026,12:35,Thursday,Croissants,Bakery,1,£1.99,No,45,0,8,6.3,£1.99,12
T00719,25/06/2026,13:25,Thursday,Croissants,Bakery,1,£1.99,No,21,0,8,5.2,£1.99,13
T00720,20/08/2026,19:45,Thursday,Greek Yogurt,Dairy,2,£1.57,Yes,48,0,6,6.1,£3.14,19
T00721,28/06/2026,13:20,Sunday,Bottled Water 6pk,Drinks,1,£2.49,No,10,0,7,5.4,£2.49,13
T00722,28/07/2026,13:25,Tuesday,Croissants,Bakery,2,£1.99,No,59,2,9,5.9,£3.98,13
T00723,15/06/2026,14:55,Monday,Washing Liquid,Household,3,£3.39,Yes,12,0,4,3.4,£10.17,14
T00724,08/08/2026,19:20,Saturday,Cheddar Cheese,Dairy,1,£2.79,No,34,0,9,6.3,£2.79,19
T00725,10/06/2026,17:00,Wednesday,Chocolate Cookies,Bakery,1,£1.69,No,43,1,7,3.3,£1.69,17
T00726,25/06/2026,16:00,Thursday,Orange Juice,Drinks,2,£1.89,No,27,0,5,4.4,£3.78,16
T00727,26/08/2026,13:10,Wednesday,Chocolate Cookies,Bakery,1,£1.44,Yes,6,0,7,4.1,£1.44,13
T00728,09/08/2026,12:45,Sunday,Greek Yogurt,Dairy,1,£1.85,No,40,0,7,5.1,£1.85,12
T00729,28/07/2026,16:55,Tuesday,Washing Liquid,Household,1,£3.39,Yes,9,0,7,1.6,£3.39,16
T00730,11/06/2026,12:00,Thursday,Cheddar Cheese,Dairy,1,£2.79,No,22,0,9,4.0,£2.79,12
T00731,10/08/2026,15:15,Monday,Bin Bags,Household,2,£2.69,No,39,0,7,1.8,£5.38,15
T00732,28/07/2026,17:30,Tuesday,Greek Yogurt,Dairy,2,£1.85,No,14,0,7,4.3,£3.70,17
T00733,21/07/2026,16:50,Tuesday,Milk 2L,Dairy,2,£1.55,No,48,0,7,2.5,£3.10,16
T00734,26/06/2026,08:45,Friday,Bananas,Fresh Produce,3,£0.95,No,48,2,7,2.4,£2.85,8
T00735,03/08/2026,18:25,Monday,Tomatoes,Fresh Produce,2,£1.27,Yes,55,0,7,6.6,£2.54,18
T00736,28/08/2026,13:55,Friday,Frozen Pizza,Frozen,2,£2.97,Yes,22,0,9,3.8,£5.94,13
T00737,19/06/2026,13:50,Friday,Frozen Chips,Frozen,1,£2.25,No,46,0,6,4.7,£2.25,13
T00738,02/08/2026,08:40,Sunday,Bananas,Fresh Produce,2,£0.95,No,45,0,7,2.8,£1.90,8
T00739,28/07/2026,19:30,Tuesday,Apples,Fresh Produce,1,£1.52,Yes,26,0,7,4.5,£1.52,19
T00740,28/07/2026,14:30,Tuesday,Cola 2L,Drinks,3,£1.49,Yes,14,0,4,3.1,£4.47,14
T00741,03/08/2026,13:35,Monday,Bananas,Fresh Produce,1,£0.95,No,3,0,9,5.0,£0.95,13
T00742,15/06/2026,16:50,Monday,Bottled Water 6pk,Drinks,1,£2.49,No,41,1,5,2.6,£2.49,16
T00743,22/08/2026,11:35,Saturday,Washing Liquid,Household,2,£3.39,Yes,20,0,5,3.5,£6.78,11
T00744,11/08/2026,17:35,Tuesday,Bottled Water 6pk,Drinks,1,£2.49,No,41,0,8,5.4,£2.49,17
T00745,02/08/2026,12:35,Sunday,Frozen Pizza,Frozen,1,£3.49,No,40,0,8,4.8,£3.49,12
T00746,09/07/2026,14:45,Thursday,Orange Juice,Drinks,1,£1.61,Yes,44,0,6,1.5,£1.61,14
T00747,03/06/2026,14:35,Wednesday,Bananas,Fresh Produce,1,£0.81,Yes,52,1,6,2.8,£0.81,14
T00748,16/07/2026,17:50,Thursday,Orange Juice,Drinks,1,£1.89,No,9,0,6,6.1,£1.89,17
T00749,04/06/2026,18:25,Thursday,Cola 2L,Drinks,1,£1.75,No,42,0,8,5.6,£1.75,18
T00750,19/07/2026,14:45,Sunday,Frozen Pizza,Frozen,1,£3.49,No,23,0,4,4.6,£3.49,14
T00751,22/06/2026,13:20,Monday,Frozen Pizza,Frozen,2,£3.49,No,3,0,7,5.3,£6.98,13
T00752,23/07/2026,19:10,Thursday,Orange Juice,Drinks,1,£1.61,Yes,60,0,9,3.8,£1.61,19
T00753,01/07/2026,16:00,Wednesday,Apples,Fresh Produce,1,£1.52,Yes,48,0,7,1.7,£1.52,16
T00754,03/06/2026,12:40,Wednesday,Frozen Pizza,Frozen,1,£2.97,Yes,18,0,7,4.8,£2.97,12
T00755,21/07/2026,12:15,Tuesday,Croissants,Bakery,4,£1.99,No,34,0,6,6.1,£7.96,12
T00756,02/07/2026,17:10,Thursday,Bin Bags,Household,4,£2.69,No,47,1,6,5.4,£10.76,17
T00757,02/08/2026,21:35,Sunday,Orange Juice,Drinks,1,£1.61,Yes,26,1,4,2.9,£1.61,21
T00758,13/07/2026,17:15,Monday,Kitchen Roll,Household,4,£2.80,Yes,46,0,8,6.2,£11.20,17
T00759,07/08/2026,14:15,Friday,Bottled Water 6pk,Drinks,1,£2.49,No,46,0,4,4.0,£2.49,14
T00760,24/06/2026,12:40,Wednesday,Apples,Fresh Produce,1,£1.79,No,49,0,7,5.4,£1.79,12
T00761,01/07/2026,20:00,Wednesday,Chocolate Cookies,Bakery,2,£1.69,No,34,0,5,4.6,£3.38,20
T00762,29/08/2026,18:10,Saturday,Milk 2L,Dairy,1,£1.32,Yes,39,0,9,4.1,£1.32,18
T00763,17/07/2026,07:00,Friday,Bin Bags,Household,1,£2.69,No,16,0,6,1.4,£2.69,7
T00764,15/08/2026,21:50,Saturday,Chocolate Cookies,Bakery,1,£1.44,Yes,17,0,4,3.4,£1.44,21
T00765,12/06/2026,11:50,Friday,Kitchen Roll,Household,3,£3.29,No,55,0,7,1.1,£9.87,11
T00766,17/08/2026,12:05,Monday,Croissants,Bakery,1,£1.99,No,11,0,6,4.1,£1.99,12
T00767,25/07/2026,17:05,Saturday,Chocolate Cookies,Bakery,1,£1.69,No,38,2,6,4.5,£1.69,17
T00768,28/07/2026,19:40,Tuesday,Tomatoes,Fresh Produce,1,£1.49,No,8,0,7,5.7,£1.49,19
T00769,09/06/2026,10:40,Tuesday,Milk 2L,Dairy,3,£1.55,No,17,0,4,3.4,£4.65,10
T00770,15/08/2026,12:15,Saturday,Cheddar Cheese,Dairy,1,£2.37,Yes,59,0,7,6.0,£2.37,12
T00771,01/07/2026,19:40,Wednesday,Washing Liquid,Household,1,£3.39,Yes,12,0,8,3.1,£3.39,19
T00772,06/08/2026,14:30,Thursday,Chocolate Cookies,Bakery,1,£1.44,Yes,46,0,5,3.2,£1.44,14
T00773,21/07/2026,13:20,Tuesday,Orange Juice,Drinks,1,£1.89,No,38,0,9,5.8,£1.89,13
T00774,27/06/2026,16:40,Saturday,Orange Juice,Drinks,1,£1.89,No,37,0,7,1.8,£1.89,16
T00775,28/08/2026,13:25,Friday,Frozen Chips,Frozen,1,£2.25,No,26,0,6,6.3,£2.25,13
T00776,07/08/2026,09:05,Friday,Bin Bags,Household,3,£2.69,No,53,1,5,2.5,£8.07,9
T00777,03/06/2026,16:10,Wednesday,Frozen Pizza,Frozen,1,£3.49,No,32,0,4,3.8,£3.49,16
T00778,30/06/2026,19:10,Tuesday,Greek Yogurt,Dairy,3,£1.85,No,18,0,8,4.3,£5.55,19
T00779,01/06/2026,16:30,Monday,Bottled Water 6pk,Drinks,2,£2.49,No,35,0,4,3.6,£4.98,16
T00780,18/06/2026,14:00,Thursday,Milk 2L,Dairy,1,£1.55,No,56,1,6,2.8,£1.55,14
T00781,04/07/2026,13:30,Saturday,Frozen Pizza,Frozen,2,£2.97,Yes,39,0,9,3.9,£5.94,13
T00782,01/06/2026,08:40,Monday,Croissants,Bakery,4,£1.69,Yes,33,0,6,2.3,£6.76,8
T00783,14/08/2026,19:25,Friday,Cola 2L,Drinks,3,£1.75,No,32,0,6,5.1,£5.25,19
T00784,24/07/2026,09:20,Friday,Tomatoes,Fresh Produce,1,£1.49,No,60,0,5,4.0,£1.49,9
T00785,27/06/2026,12:45,Saturday,Greek Yogurt,Dairy,1,£1.85,No,12,0,9,4.9,£1.85,12
T00786,30/08/2026,13:15,Sunday,Orange Juice,Drinks,1,£1.89,No,8,0,7,5.4,£1.89,13
T00787,25/06/2026,13:20,Thursday,Tomatoes,Fresh Produce,3,£1.27,Yes,6,0,6,4.1,£3.81,13
T00788,16/06/2026,17:00,Tuesday,Croissants,Bakery,1,£1.99,No,25,0,7,6.1,£1.99,17
T00789,16/07/2026,17:35,Thursday,Greek Yogurt,Dairy,1,£1.85,No,39,0,9,5.6,£1.85,17
T00790,16/07/2026,19:45,Thursday,Milk 2L,Dairy,2,£1.55,No,60,0,9,5.4,£3.10,19
T00791,09/07/2026,15:10,Thursday,Bottled Water 6pk,Drinks,1,£2.12,Yes,46,0,7,1.1,£2.12,15
T00792,06/07/2026,19:00,Monday,Ice Cream,Frozen,2,£3.95,No,44,0,9,6.5,£7.90,19
T00793,27/07/2026,16:00,Monday,Cheddar Cheese,Dairy,1,£2.79,No,24,0,4,3.4,£2.79,16
T00794,20/07/2026,15:25,Monday,Tomatoes,Fresh Produce,3,£1.27,Yes,41,1,4,4.3,£3.81,15
T00795,01/06/2026,18:20,Monday,Kitchen Roll,Household,1,£3.29,No,43,1,8,5.8,£3.29,18
T00796,30/07/2026,16:35,Thursday,Cheddar Cheese,Dairy,1,£2.79,No,57,0,6,2.4,£2.79,16
T00797,07/06/2026,14:20,Sunday,Cheddar Cheese,Dairy,4,£2.79,No,42,0,4,4.7,£11.16,14
T00798,28/07/2026,16:15,Tuesday,Washing Liquid,Household,3,£3.99,No,34,0,7,1.4,£11.97,16
T00799,24/08/2026,13:25,Monday,Bin Bags,Household,1,£2.69,No,50,0,7,5.0,£2.69,13
T00800,28/08/2026,12:35,Friday,Bananas,Fresh Produce,1,£0.95,No,56,1,9,4.5,£0.95,12
T00801,26/07/2026,16:25,Sunday,Bin Bags,Household,1,£2.69,No,5,0,7,2.6,£2.69,16
T00802,24/06/2026,20:20,Wednesday,Kitchen Roll,Household,2,£2.80,Yes,7,0,7,2.9,£5.60,20
T00803,29/06/2026,17:20,Monday,Cola 2L,Drinks,3,£1.75,No,22,0,6,6.0,£5.25,17
T00804,22/06/2026,12:35,Monday,Milk 2L,Dairy,2,£1.55,No,49,0,8,4.4,£3.10,12
T00805,19/08/2026,18:45,Wednesday,Washing Liquid,Household,1,£3.99,No,39,0,8,4.7,£3.99,18
T00806,06/08/2026,16:40,Thursday,White Bread,Bakery,1,£1.18,Yes,47,0,4,4.5,£1.18,16
T00807,05/07/2026,18:15,Sunday,Washing Liquid,Household,3,£3.99,No,10,0,8,3.0,£11.97,18
T00808,11/06/2026,20:20,Thursday,Washing Liquid,Household,1,£3.99,No,18,0,4,3.8,£3.99,20
T00809,05/06/2026,09:10,Friday,Cheddar Cheese,Dairy,1,£2.79,No,50,0,4,3.0,£2.79,9
T00810,08/08/2026,19:40,Saturday,Greek Yogurt,Dairy,2,£1.85,No,29,0,6,4.3,£3.70,19
T00811,12/07/2026,19:20,Sunday,Croissants,Bakery,1,£1.99,No,23,1,8,4.8,£1.99,19
T00812,16/06/2026,17:30,Tuesday,Chocolate Cookies,Bakery,2,£1.69,No,46,0,6,4.9,£3.38,17
T00813,29/07/2026,16:50,Wednesday,Washing Liquid,Household,2,£3.99,No,15,0,7,1.5,£7.98,16
T00814,10/07/2026,12:15,Friday,Bin Bags,Household,3,£2.69,No,4,0,9,6.0,£8.07,12
T00815,16/07/2026,12:20,Thursday,Croissants,Bakery,1,£1.99,No,41,0,9,4.5,£1.99,12
T00816,16/07/2026,21:10,Thursday,Kitchen Roll,Household,3,£3.29,No,55,0,6,1.3,£9.87,21
T00817,21/07/2026,16:40,Tuesday,Cheddar Cheese,Dairy,1,£2.37,Yes,3,0,5,3.9,£2.37,16
T00818,21/07/2026,13:50,Tuesday,Apples,Fresh Produce,3,£1.79,No,28,2,8,5.0,£5.37,13
T00819,28/06/2026,07:30,Sunday,Tomatoes,Fresh Produce,3,£1.27,Yes,54,0,6,2.5,£3.81,7
T00820,28/07/2026,12:15,Tuesday,Frozen Chips,Frozen,1,£2.25,No,5,0,8,4.2,£2.25,12
T00821,25/08/2026,07:10,Tuesday,Bananas,Fresh Produce,3,£0.81,Yes,41,0,4,3.7,£2.43,7
T00822,27/08/2026,18:45,Thursday,Frozen Chips,Frozen,1,£2.25,No,10,0,8,5.1,£2.25,18
T00823,08/08/2026,13:15,Saturday,Ice Cream,Frozen,1,£3.36,Yes,39,0,6,3.9,£3.36,13
T00824,28/07/2026,12:40,Tuesday,Ice Cream,Frozen,1,£3.95,No,30,0,6,5.6,£3.95,12
T00825,21/08/2026,17:00,Friday,Cola 2L,Drinks,1,£1.75,No,30,0,8,4.4,£1.75,17
T00826,24/06/2026,18:15,Wednesday,Orange Juice,Drinks,1,£1.89,No,18,0,9,3.6,£1.89,18
T00827,27/06/2026,10:35,Saturday,Washing Liquid,Household,1,£3.99,No,16,0,6,3.0,£3.99,10
T00828,24/07/2026,17:05,Friday,White Bread,Bakery,2,£1.39,No,50,0,9,3.4,£2.78,17
T00829,14/06/2026,16:15,Sunday,Bananas,Fresh Produce,2,£0.95,No,58,3,5,3.5,£1.90,16
T00830,17/08/2026,17:10,Monday,Frozen Chips,Frozen,1,£2.25,No,21,0,9,4.4,£2.25,17
T00831,11/06/2026,16:55,Thursday,Kitchen Roll,Household,2,£2.80,Yes,55,1,4,2.5,£5.60,16
T00832,21/06/2026,20:20,Sunday,Cheddar Cheese,Dairy,1,£2.79,No,32,0,7,2.2,£2.79,20
T00833,12/07/2026,20:30,Sunday,Orange Juice,Drinks,1,£1.89,No,27,0,5,3.5,£1.89,20
T00834,04/06/2026,18:15,Thursday,Chocolate Cookies,Bakery,1,£1.69,No,43,0,8,4.5,£1.69,18
T00835,10/08/2026,13:15,Monday,Frozen Pizza,Frozen,1,£2.97,Yes,14,0,8,4.5,£2.97,13
T00836,15/06/2026,17:40,Monday,Croissants,Bakery,1,£1.99,No,19,0,6,3.4,£1.99,17
T00837,20/07/2026,13:55,Monday,White Bread,Bakery,3,£1.39,No,32,0,9,5.0,£4.17,13
T00838,04/06/2026,16:50,Thursday,Washing Liquid,Household,3,£3.99,No,4,0,5,3.4,£11.97,16
T00839,10/07/2026,14:20,Friday,Kitchen Roll,Household,3,£3.29,No,37,0,5,3.0,£9.87,14
T00840,18/08/2026,15:10,Tuesday,Cola 2L,Drinks,1,£1.75,No,17,0,5,4.2,£1.75,15
T00841,10/07/2026,14:35,Friday,Apples,Fresh Produce,1,£1.52,Yes,29,0,4,3.6,£1.52,14
T00842,27/06/2026,12:40,Saturday,White Bread,Bakery,2,£1.39,No,39,1,7,4.2,£2.78,12
T00843,22/06/2026,17:50,Monday,Tomatoes,Fresh Produce,2,£1.49,No,10,0,8,4.7,£2.98,17
T00844,30/07/2026,17:50,Thursday,Apples,Fresh Produce,3,£1.79,No,19,0,8,6.2,£5.37,17
T00845,19/06/2026,16:50,Friday,Greek Yogurt,Dairy,1,£1.85,No,52,0,7,1.2,£1.85,16
T00846,09/06/2026,14:40,Tuesday,Cola 2L,Drinks,1,£1.49,Yes,44,0,7,1.0,£1.49,14
T00847,23/07/2026,19:00,Thursday,Cola 2L,Drinks,2,£1.49,Yes,53,0,8,4.3,£2.98,19
T00848,10/06/2026,15:30,Wednesday,Frozen Pizza,Frozen,2,£2.97,Yes,29,0,5,3.6,£5.94,15
T00849,22/07/2026,09:30,Wednesday,Apples,Fresh Produce,1,£1.79,No,17,0,4,4.9,£1.79,9
T00850,05/07/2026,18:35,Sunday,Milk 2L,Dairy,2,£1.55,No,18,0,9,5.4,£3.10,18
T00851,01/08/2026,13:10,Saturday,Bin Bags,Household,2,£2.29,Yes,24,0,6,4.5,£4.58,13
T00852,17/07/2026,08:40,Friday,Washing Liquid,Household,1,£3.99,No,24,1,6,1.8,£3.99,8
T00853,03/07/2026,19:05,Friday,Kitchen Roll,Household,2,£3.29,No,53,0,6,6.6,£6.58,19
T00854,13/06/2026,19:45,Saturday,Apples,Fresh Produce,1,£1.79,No,52,0,6,3.8,£1.79,19
T00855,13/07/2026,08:55,Monday,Ice Cream,Frozen,2,£3.36,Yes,29,0,7,2.6,£6.72,8
T00856,04/08/2026,13:05,Tuesday,Bin Bags,Household,1,£2.69,No,14,0,7,5.7,£2.69,13
T00857,18/07/2026,13:00,Saturday,Orange Juice,Drinks,4,£1.89,No,57,0,6,4.3,£7.56,13
T00858,28/08/2026,18:10,Friday,Bottled Water 6pk,Drinks,1,£2.49,No,23,0,6,5.0,£2.49,18
T00859,27/08/2026,16:35,Thursday,White Bread,Bakery,1,£1.39,No,11,0,7,3.0,£1.39,16
T00860,15/06/2026,13:30,Monday,Frozen Pizza,Frozen,3,£3.49,No,56,0,8,3.1,£10.47,13
T00861,15/06/2026,09:00,Monday,Cola 2L,Drinks,1,£1.75,No,55,0,6,2.2,£1.75,9
T00862,12/06/2026,12:25,Friday,Chocolate Cookies,Bakery,2,£1.69,No,16,0,7,3.8,£3.38,12
T00863,15/06/2026,13:10,Monday,Frozen Pizza,Frozen,1,£3.49,No,27,0,7,4.6,£3.49,13
T00864,19/08/2026,14:05,Wednesday,Cola 2L,Drinks,3,£1.49,Yes,19,0,4,4.0,£4.47,14
T00865,05/08/2026,14:10,Wednesday,Orange Juice,Drinks,1,£1.89,No,53,0,6,1.0,£1.89,14
T00866,26/08/2026,14:35,Wednesday,Milk 2L,Dairy,2,£1.55,No,21,0,7,2.3,£3.10,14
T00867,06/06/2026,12:40,Saturday,Bottled Water 6pk,Drinks,3,£2.49,No,28,0,9,4.5,£7.47,12
T00868,30/08/2026,12:00,Sunday,Washing Liquid,Household,1,£3.99,No,55,0,8,3.6,£3.99,12
T00869,28/08/2026,16:20,Friday,Washing Liquid,Household,3,£3.39,Yes,16,0,6,1.6,£10.17,16
T00870,02/08/2026,14:25,Sunday,Frozen Pizza,Frozen,1,£3.49,No,34,0,5,4.3,£3.49,14
T00871,01/08/2026,19:20,Saturday,Frozen Pizza,Frozen,1,£3.49,No,16,0,6,3.4,£3.49,19
T00872,17/06/2026,18:35,Wednesday,Frozen Chips,Frozen,2,£2.25,No,45,0,7,5.9,£4.50,18
T00873,10/08/2026,19:45,Monday,White Bread,Bakery,1,£1.39,No,16,0,8,3.4,£1.39,19
T00874,16/08/2026,16:00,Sunday,Cola 2L,Drinks,2,£1.75,No,36,0,6,1.7,£3.50,16
T00875,13/07/2026,18:20,Monday,Milk 2L,Dairy,3,£1.32,Yes,27,0,6,5.4,£3.96,18
T00876,14/06/2026,18:00,Sunday,Kitchen Roll,Household,2,£3.29,No,26,0,6,5.3,£6.58,18
T00877,05/08/2026,07:20,Wednesday,Frozen Chips,Frozen,1,£2.25,No,57,0,4,4.6,£2.25,7
T00878,03/06/2026,17:50,Wednesday,Ice Cream,Frozen,4,£3.36,Yes,16,0,6,3.0,£13.44,17
T00879,30/08/2026,17:10,Sunday,Milk 2L,Dairy,2,£1.55,No,47,0,9,6.0,£3.10,17
T00880,12/08/2026,17:45,Wednesday,Chocolate Cookies,Bakery,2,£1.69,No,17,1,9,4.6,£3.38,17
T00881,21/07/2026,16:10,Tuesday,Ice Cream,Frozen,2,£3.95,No,24,1,5,4.6,£7.90,16
T00882,06/07/2026,14:45,Monday,Washing Liquid,Household,1,£3.99,No,18,0,6,1.5,£3.99,14
T00883,12/06/2026,18:40,Friday,Orange Juice,Drinks,2,£1.61,Yes,10,0,6,6.1,£3.22,18
T00884,03/08/2026,09:50,Monday,Bananas,Fresh Produce,1,£0.95,No,47,2,4,3.4,£0.95,9
T00885,02/07/2026,13:10,Thursday,Apples,Fresh Produce,1,£1.79,No,16,3,8,5.7,£1.79,13
T00886,12/07/2026,18:20,Sunday,White Bread,Bakery,1,£1.39,No,57,0,7,3.7,£1.39,18
T00887,24/08/2026,14:10,Monday,Bananas,Fresh Produce,1,£0.95,No,10,0,4,4.2,£0.95,14
T00888,15/08/2026,19:10,Saturday,Greek Yogurt,Dairy,1,£1.85,No,57,0,7,5.2,£1.85,19
T00889,06/08/2026,10:35,Thursday,Cheddar Cheese,Dairy,1,£2.79,No,3,0,7,1.5,£2.79,10
T00890,27/07/2026,12:00,Monday,Frozen Pizza,Frozen,2,£3.49,No,8,0,7,2.8,£6.98,12
T00891,01/07/2026,08:20,Wednesday,Apples,Fresh Produce,1,£1.52,Yes,5,1,6,2.7,£1.52,8
T00892,03/07/2026,12:05,Friday,Bananas,Fresh Produce,1,£0.95,No,20,0,6,4.7,£0.95,12
T00893,08/07/2026,13:05,Wednesday,Milk 2L,Dairy,3,£1.32,Yes,58,0,6,4.9,£3.96,13
T00894,17/07/2026,14:40,Friday,Bin Bags,Household,2,£2.69,No,54,0,6,1.8,£5.38,14
T00895,09/08/2026,16:50,Sunday,Bottled Water 6pk,Drinks,1,£2.49,No,3,1,6,2.3,£2.49,16
T00896,06/08/2026,14:35,Thursday,Ice Cream,Frozen,2,£3.95,No,52,0,7,2.1,£7.90,14
T00897,19/06/2026,17:20,Friday,Bananas,Fresh Produce,3,£0.95,No,50,1,8,4.2,£2.85,17
T00898,12/06/2026,14:20,Friday,White Bread,Bakery,2,£1.39,No,44,0,4,4.5,£2.78,14
T00899,29/08/2026,16:40,Saturday,White Bread,Bakery,1,£1.39,No,38,0,4,4.8,£1.39,16
T00900,10/06/2026,13:15,Wednesday,Bin Bags,Household,1,£2.69,No,35,0,8,2.8,£2.69,13
T00901,29/08/2026,07:25,Saturday,Tomatoes,Fresh Produce,2,£1.49,No,53,0,7,1.1,£2.98,7
T00902,05/07/2026,12:30,Sunday,Bin Bags,Household,2,£2.69,No,59,0,9,5.5,£5.38,12
T00903,06/08/2026,14:20,Thursday,Ice Cream,Frozen,2,£3.95,No,12,1,7,1.1,£7.90,14
T00904,20/07/2026,14:05,Monday,Milk 2L,Dairy,2,£1.55,No,6,0,5,2.8,£3.10,14
T00905,25/07/2026,18:55,Saturday,Washing Liquid,Household,2,£3.99,No,55,0,9,5.1,£7.98,18
T00906,11/07/2026,13:05,Saturday,Apples,Fresh Produce,1,£1.79,No,4,0,6,6.0,£1.79,13
T00907,10/06/2026,12:10,Wednesday,Bottled Water 6pk,Drinks,1,£2.49,No,34,0,9,5.8,£2.49,12
T00908,24/06/2026,11:00,Wednesday,White Bread,Bakery,2,£1.39,No,43,0,5,3.9,£2.78,11
T00909,05/08/2026,12:35,Wednesday,Apples,Fresh Produce,1,£1.79,No,49,0,6,3.2,£1.79,12
T00910,19/07/2026,12:05,Sunday,Kitchen Roll,Household,1,£2.80,Yes,60,1,8,3.8,£2.80,12
T00911,27/06/2026,14:55,Saturday,Apples,Fresh Produce,1,£1.79,No,39,0,7,2.9,£1.79,14
T00912,05/07/2026,17:15,Sunday,White Bread,Bakery,1,£1.39,No,10,0,6,3.2,£1.39,17
T00913,21/07/2026,13:05,Tuesday,Croissants,Bakery,3,£1.99,No,25,0,8,4.5,£5.97,13
T00914,16/07/2026,14:20,Thursday,Cheddar Cheese,Dairy,3,£2.79,No,36,1,7,1.1,£8.37,14
T00915,31/07/2026,10:40,Friday,Frozen Chips,Frozen,2,£1.91,Yes,16,0,7,1.6,£3.82,10
T00916,18/07/2026,10:30,Saturday,Croissants,Bakery,2,£1.99,No,28,1,7,2.5,£3.98,10
T00917,11/06/2026,17:40,Thursday,Cheddar Cheese,Dairy,1,£2.79,No,52,0,9,4.1,£2.79,17
T00918,15/06/2026,14:25,Monday,Tomatoes,Fresh Produce,2,£1.49,No,18,2,7,2.2,£2.98,14
T00919,01/08/2026,12:00,Saturday,Orange Juice,Drinks,2,£1.61,Yes,36,0,8,5.8,£3.22,12
T00920,18/07/2026,14:05,Saturday,Ice Cream,Frozen,1,£3.95,No,21,0,4,4.7,£3.95,14
T00921,10/06/2026,13:05,Wednesday,Orange Juice,Drinks,3,£1.89,No,9,0,6,4.1,£5.67,13
T00922,19/07/2026,17:15,Sunday,Orange Juice,Drinks,1,£1.61,Yes,18,0,8,6.9,£1.61,17
T00923,21/06/2026,17:00,Sunday,White Bread,Bakery,2,£1.18,Yes,55,0,8,5.9,£2.36,17
T00924,31/07/2026,09:10,Friday,Greek Yogurt,Dairy,1,£1.85,No,29,0,4,4.3,£1.85,9
T00925,03/07/2026,08:50,Friday,Bin Bags,Household,1,£2.69,No,24,0,5,3.2,£2.69,8
T00926,16/07/2026,12:25,Thursday,Bananas,Fresh Produce,2,£0.81,Yes,19,1,7,5.5,£1.62,12
T00927,02/06/2026,13:10,Tuesday,Croissants,Bakery,1,£1.69,Yes,46,0,7,4.6,£1.69,13
T00928,29/06/2026,13:10,Monday,Chocolate Cookies,Bakery,1,£1.44,Yes,29,0,8,5.5,£1.44,13
T00929,07/07/2026,12:35,Tuesday,White Bread,Bakery,3,£1.18,Yes,35,0,7,4.7,£3.54,12
T00930,19/07/2026,16:50,Sunday,White Bread,Bakery,2,£1.39,No,21,0,6,1.7,£2.78,16
T00931,01/08/2026,14:50,Saturday,Milk 2L,Dairy,1,£1.55,No,20,0,4,3.2,£1.55,14
T00932,07/08/2026,14:35,Friday,Tomatoes,Fresh Produce,2,£1.49,No,24,3,5,3.4,£2.98,14
T00933,25/07/2026,19:25,Saturday,Milk 2L,Dairy,1,£1.55,No,36,0,7,5.3,£1.55,19
T00934,17/07/2026,20:30,Friday,Kitchen Roll,Household,1,£2.80,Yes,40,0,4,4.2,£2.80,20
T00935,02/07/2026,17:00,Thursday,Washing Liquid,Household,2,£3.99,No,13,0,9,5.5,£7.98,17
T00936,23/08/2026,16:50,Sunday,Ice Cream,Frozen,1,£3.95,No,20,0,5,4.0,£3.95,16
T00937,18/07/2026,11:45,Saturday,Frozen Chips,Frozen,1,£2.25,No,7,0,5,3.1,£2.25,11
T00938,06/07/2026,20:05,Monday,Croissants,Bakery,3,£1.99,No,33,1,5,4.8,£5.97,20
T00939,19/08/2026,14:15,Wednesday,Cola 2L,Drinks,2,£1.75,No,8,0,4,3.9,£3.50,14
T00940,20/06/2026,18:10,Saturday,Cola 2L,Drinks,1,£1.49,Yes,38,0,9,4.8,£1.49,18
